Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
The emergent landscape of the mouse gut endoderm at single-cell resolution,,10.1038/s41586-019-1127-1,True,The emergent landscape of the mouse gut endoderm at single-cell resolution.pdf,2019,,Nature,True,SciHub,Sonja Nowotschin and Manu Setty and Ying-Yi Kuo and Vincent Liu and Vidur Garg and Roshan Sharma and Claire S. Simon and Nestor Saiz and Rui Gardner and St{\'{e}}phane C. Boutet and Deanna M. Church and Pamela A. Hoodless and Anna-Katerina Hadjantonakis and Dana Pe'er
Single-Cell Transcriptomics of Human and Mouse Lung Cancers Reveals Conserved Myeloid Populations across Individuals and Species,,10.1016/j.immuni.2019.03.009,True,Single-Cell Transcriptomics of Human and Mouse Lung Cancers Reveals Conserved Myeloid Populations across Individuals and Species.pdf,2019,,Immunity,True,SciHub,Rapolas Zilionis and Camilla Engblom and Christina Pfirschke and Virginia Savova and David Zemmour and Hatice D. Saatcioglu and Indira Krishnan and Giorgia Maroni and Claire V. Meyerovitz and Clara M. Kerwin and Sun Choi and William G. Richards and Assunta De Rienzo and Daniel G. Tenen and Raphael Bueno and Elena Levantini and Mikael J. Pittet and Allon M. Klein
Cell‐type‐specific role of lamin‐B1 in thymus development and its inflammation‐driven reduction in thymus aging,,10.1111/acel.12952,True,Cell_type_specific role of lamin_B1 in thymus development and its inflammation_driven reduction in thymus aging.pdf,2019,,Aging Cell,True,SciHub,Sibiao Yue and Xiaobin Zheng and Yixian Zheng
The bone marrow microenvironment at single-cell resolution,,10.1038/s41586-019-1104-8,True,The bone marrow microenvironment at single-cell resolution.pdf,2019,,Nature,True,SciHub,Anastasia N. Tikhonova and Igor Dolgalev and Hai Hu and Kishor K. Sivaraj and Edlira Hoxha and {\'{A}}lvaro Cuesta-Dom{\'{\i}}nguez and Sandra Pinho and Ilseyar Akhmetzyanova and Jie Gao and Matthew Witkowski and Maria Guillamot and Michael C. Gutkin and Yutong Zhang and Christian Marier and Catherine Diefenbach and Stavroula Kousteni and Adriana Heguy and Hua Zhong and David R. Fooksman and Jason M. Butler and Aris Economides and Paul S. Frenette and Ralf H. Adams and Rahul Satija and Aristotelis Tsirigos and Iannis Aifantis
Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis,,10.1016/j.stem.2019.03.006,True,Single-Cell Transcriptomics Uncovers Glial Progenitor Diversity and Cell Fate Determinants during Development and Gliomagenesis.pdf,2019,,Cell Stem Cell,True,SciHub,Qinjie Weng and Jincheng Wang and Jiajia Wang and Danyang He and Zuolin Cheng and Feng Zhang and Ravinder Verma and Lingli Xu and Xinran Dong and Yunfei Liao and Xuelian He and Andrew Potter and Liguo Zhang and Chuntao Zhao and Mei Xin and Qian Zhou and Bruce J. Aronow and Perry J. Blackshear and Jeremy N. Rich and Qiaojun He and Wenhao Zhou and Mario L. Suv{\`{a}} and Ronald R. Waclaw and S. Steven Potter and Guoqiang Yu and Q. Richard Lu
Single cell transcriptome analysis reveals markers of naïve and lineage-primed hematopoietic progenitors derived from human pluripotent stem cells,,10.1101/602565,True,,2019,,Cold Spring Harbor Laboratory,False,,Antonella Fidanza and Nicola Roman{\`{o}} and Prakash Ramachandran and Sara Tamagno and Martha Lopez-Yrigoyen and Alice Helen Taylor and Jennifer Easterbrook and Beth Henderson and Richard Axton and Neil Cowan Henderson and Alexander Medvinsky and Katrin Ottersbach and Lesley Margaret Forrester LM
Single cell RNA-sequencing identified Dec2 as a suppressive factor for spermatogonial differentiation by inhibiting Sohlh1 expression,,10.1038/s41598-019-42578-z,True,Single cell RNA-sequencing identified Dec2 as a suppressive factor for spermatogonial differentiation by inhibiting Sohlh1 expression.pdf,2019,,Scientific Reports,True,SciHub,Yoshinori Makino and Niels H. Jensen and Naoko Yokota and Moritz J. Rossner and Haruhiko Akiyama and Katsuhiko Shirahige and Yuki Okada
Staged developmental mapping and X chromosome transcriptional dynamics during mouse spermatogenesis,,10.1038/s41467-019-09182-1,True,Staged developmental mapping and X chromosome transcriptional dynamics during mouse spermatogenesis.pdf,2019,,Nature Communications,True,SciHub,Christina Ernst and Nils Eling and Celia P. Martinez-Jimenez and John C. Marioni and Duncan T. Odom
Discovery and characterization of variance QTLs in human induced pluripotent stem cells,,10.1371/journal.pgen.1008045,True,Discovery and characterization of variance QTLs in human induced pluripotent stem cells.pdf,2019,,{PLOS} Genetics,True,SciHub,Abhishek K. Sarkar and Po-Yuan Tung and John D. Blischak and Jonathan E. Burnett and Yang I. Li and Matthew Stephens and Yoav Gilad
Ethanol Exposure Increases miR‐140 in Extracellular Vesicles: Implications for Fetal Neural Stem Cell Proliferation and Maturation,,10.1111/acer.14066,True,Ethanol Exposure Increases miR_140 in Extracellular Vesicles_ Implications for Fetal Neural Stem Cell Proliferation and Maturation.pdf,2019,,Alcoholism: Clinical and Experimental Research,True,SciHub,Alexander M. Tseng and Dae D. Chung and Marisa R. Pinson and Nihal A. Salem and Sarah E. Eaves and Rajesh C. Miranda
"Multiplexed detection of proteins, transcriptomes, clonotypes and CRISPR perturbations in single cells",,10.1038/s41592-019-0392-0,True,Multiplexed detection of proteins_ transcriptomes_ clonotypes and CRISPR perturbations in single cells.pdf,2019,,Nature Methods,True,SciHub,Eleni P. Mimitou and Anthony Cheng and Antonino Montalbano and Stephanie Hao and Marlon Stoeckius and Mateusz Legut and Timothy Roush and Alberto Herrera and Efthymia Papalexi and Zhengqing Ouyang and Rahul Satija and Neville E. Sanjana and Sergei B. Koralov and Peter Smibert
Single-Cell Transcriptomics Analyses of Neural Stem Cell Heterogeneity and Contextual Plasticity in a Zebrafish Brain Model of Amyloid Toxicity,,10.1016/j.celrep.2019.03.090,True,Single-Cell Transcriptomics Analyses of Neural Stem Cell Heterogeneity and Contextual Plasticity in a Zebrafish Brain Model of Amyloid Toxicity.pdf,2019,,Cell Reports,True,SciHub,Mehmet Ilyas Cosacak and Prabesh Bhattarai and Susanne Reinhardt and Andreas Petzold and Andreas Dahl and Yixin Zhang and Caghan Kizil
"The Major Risk Factors for Alzheimer’s Disease: Age, Sex, and Genes Modulate the Microglia Response to Aβ Plaques",,10.1016/j.celrep.2019.03.099,True,The Major Risk Factors for Alzheimer_s Disease_ Age_ Sex_ and Genes Modulate the Microglia Response to Aβ Plaques.pdf,2019,,Cell Reports,True,SciHub,Carlo Sala Frigerio and Leen Wolfs and Nicola Fattorelli and Nicola Thrupp and Iryna Voytyuk and Inga Schmidt and Renzo Mancuso and Wei-Ting Chen and Maya E. Woodbury and Gyan Srivastava and Thomas MÃ¶ller and Eloise Hudry and Sudeshna Das and Takaomi Saido and Eric Karran and Bradley Hyman and V. Hugh Perry and Mark Fiers and Bart De Strooper
Self-organization and symmetry breaking in intestinal organoid development,,10.1038/s41586-019-1146-y,True,Self-organization and symmetry breaking in intestinal organoid development.pdf,2019,,Nature,True,SciHub,Denise Serra and Urs Mayr and Andrea Boni and Ilya Lukonin and Markus Rempfler and Ludivine Challet Meylan and Michael B. Stadler and Petr Strnad and Panagiotis Papasaikas and Dario Vischi and Annick Waldt and Guglielmo Roma and Prisca Liberali
Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell,,10.1038/s41586-019-1154-y,True,Single-cell transcriptomes of the regenerating intestine reveal a revival stem cell.pdf,2019,,Nature,True,SciHub,Arshad Ayyaz and Sandeep Kumar and Bruno Sangiorgi and Bibaswan Ghoshal and Jessica Gosio and Shaida Ouladan and Mardi Fink and Seda Barutcu and Daniel Trcka and Jess Shen and Kin Chan and Jeffrey L. Wrana and Alex Gregorieff
Single-cell transcriptome analyses reveal novel targets modulating cardiac neovascularization by resident endothelial cells following myocardial infarction,,10.1093/eurheartj/ehz305,True,Single-cell transcriptome analyses reveal novel targets modulating cardiac neovascularization by resident endothelial cells following myocardial infarction.pdf,2019,,European Heart Journal,True,SciHub,Ziwen Li and Emmanouil G Solomonidis and Marco Meloni and Richard S Taylor and Rodger Duffin and Ross Dobie and Marlene S Magalhaes and Beth E P Henderson and Pieter A Louwe and Gabriela D'Amico and Kairbaan M Hodivala-Dilke and Ajay M Shah and Nicholas L Mills and Benjamin D Simons and Gillian A Gray and Neil C Henderson and Andrew H Baker and Mairi Brittan
Single cell RNA-seq reveals cellular diversity and developmental characteristics of human infant retina,,10.1101/617555,True,,2019,,Cold Spring Harbor Laboratory,False,,Jixing Zhong and Dongsheng Chen and Fangyuan Hu and Fang Chen and Zaoxu Xu and Jian Fang and Jianjiang Xu and Shiyou Wang and Langchao Liang and Chaochao Chai and Xiangning Ding and Jiacheng Zhu and Peiwen Ding and Jun Xia and Sanjie Jiang and Wei Li and Ya Gao and Jianguo Zhang and Jiankang Li and Ping Xu and Fengjuan Gao and Dandan Wang and Daowei Zhang and Jie Huang and Shoufang Qu and Shenghai Zhang and Jihong Wu and Xinghuai Sun
Identification of a mesenchymal progenitor cell hierarchy in adipose tissue,,10.1126/science.aav2501,True,Identification of a mesenchymal progenitor cell hierarchy in adipose tissue.pdf,2019,,Science,True,SciHub,David Merrick and Alexander Sakers and Zhazira Irgebay and Chihiro Okada and Catherine Calvert and Michael P. Morley and Ivona Percec and Patrick Seale
Childhood cerebellar tumours mirror conserved fetal transcriptional programs,,10.1038/s41586-019-1158-7,True,Childhood cerebellar tumours mirror conserved fetal transcriptional programs.pdf,2019,,Nature,True,SciHub,Maria C. Vladoiu and Ibrahim El-Hamamy and Laura K. Donovan and Hamza Farooq and Borja L. Holgado and Yogi Sundaravadanam and Vijay Ramaswamy and Liam D. Hendrikse and Sachin Kumar and Stephen C. Mack and John J. Y. Lee and Vernon Fong and Kyle Juraschka and David Przelicki and Antony Michealraj and Patryk Skowron and Betty Luu and Hiromichi Suzuki and A. Sorana Morrissy and Florence M. G. Cavalli and Livia Garzia and Craig Daniels and Xiaochong Wu and Maleeha A. Qazi and Sheila K. Singh and Jennifer A. Chan and Marco A. Marra and David Malkin and Peter Dirks and Lawrence Heisler and Trevor Pugh and Karen Ng and Faiyaz Notta and Eric M. Thompson and Claudia L. Kleinman and Alexandra L. Joyner and Nada Jabado and Lincoln Stein and Michael D. Taylor
Single-cell transcriptomic analysis of Alzheimer’s disease,,10.1038/s41586-019-1195-2,True,Single-cell transcriptomic analysis of Alzheimer_s disease.pdf,2019,,Nature,True,SciHub,Hansruedi Mathys and Jose Davila-Velderrain and Zhuyu Peng and Fan Gao and Shahin Mohammadi and Jennie Z. Young and Madhvi Menon and Liang He and Fatema Abdurrob and Xueqiao Jiang and Anthony J. Martorell and Richard M. Ransohoff and Brian P. Hafler and David A. Bennett and Manolis Kellis and Li-Huei Tsai
Single-Cell Virus Sequencing of Influenza Infections That Trigger Innate Immunity,,10.1128/jvi.00500-19,True,Single-Cell Virus Sequencing of Influenza Infections That Trigger Innate Immunity.pdf,2019,,Journal of Virology,True,SciHub,Alistair B. Russell and Elizaveta Elshina and Jacob R. Kowalsky and Aartjan J. W. te Velthuis and Jesse D. Bloom
Molecular characterization of foveal versus peripheral human retina by single-cell RNA sequencing,,10.1016/j.exer.2019.05.001,True,Molecular characterization of foveal versus peripheral human retina by single-cell RNA sequencing.pdf,2019,,Experimental Eye Research,True,SciHub,A.P. Voigt and S.S. Whitmore and M.J. Flamme-Wiese and M.J. Riker and L.A. Wiley and B.A. Tucker and E.M. Stone and R.F. Mullins and T.E. Scheetz
A Temporal Transcriptional Map of Human Natural Killer Cell Differentiation,,10.1101/630657,True,,2019,,Cold Spring Harbor Laboratory,False,,Aline Pfefferle and Herman Netskar and Eivind Heggernes Ask and Susanne Lorenz and Jodie P. Goodridge and Ebba Sohlberg and Trevor Clancy and Karl-Johan Malmberg
"HBEGF
            <sup>+</sup>
            macrophages in rheumatoid arthritis induce fibroblast invasiveness",,10.1126/scitranslmed.aau8587,True,HBEGF_            _sup____sup__            macrophages in rheumatoid arthritis induce fibroblast invasiveness.pdf,2019,,Science Translational Medicine,True,SciHub,David Kuo and Jennifer Ding and Ian S. Cohn and Fan Zhang and Kevin Wei and Deepak A. Rao and Cristina Rozo and Upneet K. Sokhi and Sara Shanaj and David J. Oliver and Adriana P. Echeverria and Edward F. DiCarlo and Michael B. Brenner and Vivian P. Bykerk and Susan M. Goodman and Soumya Raychaudhuri and Gunnar RÃ¤tsch and Lionel B. Ivashkiv and Laura T. Donlin
Charting cellular identity during human in vitro β-cell differentiation,,10.1038/s41586-019-1168-5,True,Charting cellular identity during human in vitro β-cell differentiation.pdf,2019,,Nature,True,SciHub,Adrian Veres and Aubrey L. Faust and Henry L. Bushnell and Elise N. Engquist and Jennifer Hyoje-Ryu Kenty and George Harb and Yeh-Chuin Poh and Elad Sintov and Mads GÃ¼rtler and Felicia W. Pagliuca and Quinn P. Peterson and Douglas A. Melton
Dissecting the Single-Cell Transcriptome Network Underlying Gastric Premalignant Lesions and Early Gastric Cancer,,10.1016/j.celrep.2019.04.052,True,Dissecting the Single-Cell Transcriptome Network Underlying Gastric Premalignant Lesions and Early Gastric Cancer.pdf,2019,,Cell Reports,True,SciHub,Peng Zhang and Mingran Yang and Yiding Zhang and Shuai Xiao and Xinxing Lai and Aidi Tan and Shiyu Du and Shao Li
Defining Reprogramming Checkpoints from Single-Cell Analyses of Induced Pluripotency,,10.1016/j.celrep.2019.04.056,True,Defining Reprogramming Checkpoints from Single-Cell Analyses of Induced Pluripotency.pdf,2019,,Cell Reports,True,SciHub,Khoa A. Tran and Stefan J. Pietrzak and Nur Zafirah Zaidan and Alireza Fotuhi Siahpirani and Sunnie Grace McCalla and Amber S. Zhou and Gopal Iyer and Sushmita Roy and Rupa Sridharan
A single-cell atlas of mouse brain macrophages reveals unique transcriptional identities shaped by ontogeny and tissue environment,,10.1038/s41593-019-0393-4,True,A single-cell atlas of mouse brain macrophages reveals unique transcriptional identities shaped by ontogeny and tissue environment.pdf,2019,,Nature Neuroscience,True,SciHub,Hannah Van Hove and Liesbet Martens and Isabelle Scheyltjens and Karen De Vlaminck and Ana Rita Pombo Antunes and Sofie De Prijck and Niels Vandamme and Sebastiaan De Schepper and Gert Van Isterdael and Charlotte L. Scott and Jeroen Aerts and Geert Berx and Guy E. Boeckxstaens and Roosmarijn E. Vandenbroucke and Lars Vereecke and Diederik Moechars and Martin Guilliams and Jo A. Van Ginderachter and Yvan Saeys and Kiavash Movahedi
Defining inflammatory cell states in rheumatoid arthritis joint synovial tissues by integrating single-cell transcriptomics and mass cytometry,,10.1038/s41590-019-0378-1,True,Defining inflammatory cell states in rheumatoid arthritis joint synovial tissues by integrating single-cell transcriptomics and mass cytometry.pdf,2019,,Nature Immunology,True,SciHub,Fan Zhang and   and Kevin Wei and Kamil Slowikowski and Chamith Y. Fonseka and Deepak A. Rao and Stephen Kelly and Susan M. Goodman and Darren Tabechian and Laura B. Hughes and Karen Salomon-Escoto and Gerald F. M. Watts and A. Helena Jonsson and Javier Rangel-Moreno and Nida Meednu and Cristina Rozo and William Apruzzese and Thomas M. Eisenhaure and David J. Lieb and David L. Boyle and Arthur M. Mandelin and Brendan F. Boyce and Edward DiCarlo and Ellen M. Gravallese and Peter K. Gregersen and Larry Moreland and Gary S. Firestein and Nir Hacohen and Chad Nusbaum and James A. Lederer and Harris Perlman and Costantino Pitzalis and Andrew Filer and V. Michael Holers and Vivian P. Bykerk and Laura T. Donlin and Jennifer H. Anolik and Michael B. Brenner and Soumya Raychaudhuri
Temporal patterning of apical progenitors and their daughter neurons in the developing neocortex,,10.1126/science.aav2522,True,Temporal patterning of apical progenitors and their daughter neurons in the developing neocortex.pdf,2019,,Science,True,SciHub,L. Telley and G. Agirman and J. Prados and N. Amberg and S. Fi{\`{e}}vre and P. Oberst and G. Bartolini and I. Vitali and C. Cadilhac and S. Hippenmeyer and L. Nguyen and A. Dayer and D. Jabaudon
